連番,姓,名,姓（カタカナ）,名（カタカナ）,性別,電話番号,メールアドレス,郵便番号,住所,,,,,生年月日,年齢,出身地,血液型
989,伏見,武司,フシミ,タケシ,男,047-632-6482,takeshifushimi@tqryarwjh.ojo,298-0101,千葉県,いすみ市,小又井,2-8,ステージ小又井209,1981/07/21,36,広島県,A
990,神野,辰二,カンノ,タツジ,男,088-885-7858,ikamno@klrx.en,789-0255,高知県,長岡郡大豊町,佐賀山,4-17,,1980/11/19,37,山形県,A
991,中岡,若奈,ナカオカ,ワカナ,女,026-093-3413,jnq-kvxhypswakana12321@lrxjznfvp.rt,380-0836,長野県,長野市,南県町,4-12-13,,1978/04/27,39,長崎県,O
992,菅井,敬子,スガイ,ケイコ,女,017-905-4005,osugai@bzsid.vr,039-2873,青森県,上北郡七戸町,天間舘寒水,2-20-1,天間舘寒水コート107,1951/10/31,66,静岡県,AB
993,柳,梅吉,ヤナギ,ウメキチ,男,0954-96-0283,umekichi001@rraxzhqmwi.zi,849-3201,佐賀県,唐津市,相知町相知,3-2-13,,1971/12/08,46,宮城県,A
994,根岸,友洋,ネギシ,トモヒロ,男,089-282-6907,iy=kyecxxtomohiro7046@ocqbupxlse.ayx,799-3122,愛媛県,伊予市,市場,1-19,,1958/02/22,60,岐阜県,O
995,平本,武一,ヒラモト,タケイチ,男,059-212-1287,Takeichi_Hiramoto@yfooigez.lsm,519-3653,三重県,尾鷲市,上野町,1-6-5,,1957/06/15,60,岩手県,B
996,金城,裕美,カナシロ,ヒロミ,女,0740-1-0997,hiromi_kanashiro@vslirllf.kej.yr,528-0067,滋賀県,甲賀市,水口町山,3-11-20,スイート水口町山415,1941/04/08,76,山口県,A
997,岡山,明弘,オカヤマ,アキヒロ,男,077-164-6923,akihiro407@tkizhcth.bi,600-8068,京都府,京都市下京区,忠庵町,2-6,,1996/11/15,21,宮城県,A
998,堤,寅男,ツツミ,トラオ,男,0287-99-4601,torao84991@joirdno.iq.osr,328-0064,栃木県,栃木市,志鳥町,3-8-17,コート志鳥町206,1956/01/27,62,秋田県,B
999,広田,鈴子,ヒロタ,スズコ,女,0233-50-2216,Suzuko_Hirota@hofo.qqo,999-7661,山形県,鶴岡市,大川渡,4-6,,1947/04/27,70,福島県,A
1000,高津,雅美,タカツ,マサミ,女,096-179-0919,itakatsu@nyxt.te,861-5501,熊本県,熊本市,改寄町,4-20-10,,1977/12/24,40,京都府,A
